date,open,high,low,close,adj-close,volume
1962-12-26,0.000000,0.173611,0.171875,0.171875,0.049862,388800
1962-12-27,0.000000,0.173322,0.171875,0.172454,0.050030,259200
1962-12-28,0.000000,0.173032,0.171296,0.173032,0.050197,604800
1962-12-31,0.000000,0.171875,0.169560,0.169560,0.049190,216000
1963-01-02,0.000000,0.173032,0.170139,0.173032,0.050197,518400
1963-01-03,0.000000,0.172454,0.170718,0.171875,0.049862,777600
1963-01-04,0.000000,0.177662,0.173322,0.177662,0.051541,648000
1963-01-07,0.000000,0.179398,0.177662,0.179398,0.052044,345600
1963-01-08,0.000000,0.180556,0.178241,0.178241,0.051709,518400
1963-01-09,0.000000,0.179398,0.178241,0.178241,0.051709,302400
1963-01-10,0.000000,0.178241,0.177083,0.177083,0.051373,216000
1963-01-11,0.000000,0.178241,0.175926,0.178241,0.051709,518400
1963-01-14,0.000000,0.179398,0.178241,0.178241,0.051709,259200
1963-01-15,0.000000,0.178241,0.177662,0.177662,0.051541,302400
1963-01-16,0.000000,0.179109,0.178241,0.178241,0.051709,345600
1963-01-17,0.000000,0.179398,0.178241,0.178241,0.051709,604800
1963-01-18,0.000000,0.181134,0.178819,0.179398,0.052044,345600
1963-01-21,0.000000,0.181134,0.179398,0.181134,0.052548,388800
1963-01-22,0.000000,0.181134,0.179977,0.180266,0.052296,561600
1963-01-23,0.000000,0.181713,0.180556,0.181713,0.052716,432000
1963-01-24,0.000000,0.186921,0.181713,0.186921,0.054227,1339200
1963-01-25,0.000000,0.189525,0.183449,0.183449,0.053219,1339200
1963-01-28,0.000000,0.188079,0.184606,0.187500,0.054395,691200
1963-01-29,0.000000,0.188657,0.186921,0.187500,0.054395,432000
1963-01-30,0.000000,0.188079,0.187500,0.187500,0.054395,86400
1963-01-31,0.000000,0.188079,0.186343,0.186921,0.054227,388800
1963-02-01,0.000000,0.189236,0.187500,0.188079,0.054563,604800
1963-02-04,0.000000,0.189236,0.189236,0.189236,0.054898,86400
1963-02-05,0.000000,0.188657,0.187500,0.187500,0.054395,216000
1963-02-06,0.000000,0.189815,0.188657,0.189815,0.055066,518400
1963-02-07,0.000000,0.190394,0.189236,0.189815,0.055066,259200
1963-02-08,0.000000,0.189525,0.188657,0.189525,0.054982,259200
1963-02-11,0.000000,0.189236,0.189236,0.189236,0.054898,43200
1963-02-12,0.000000,0.188079,0.186343,0.187500,0.054395,216000
1963-02-13,0.000000,0.188368,0.187500,0.187500,0.054395,302400
1963-02-14,0.000000,0.189236,0.188079,0.188079,0.054563,302400
1963-02-15,0.000000,0.188079,0.188079,0.188079,0.054563,129600
1963-02-18,0.000000,0.188657,0.187789,0.188657,0.054730,172800
1963-02-19,0.000000,0.187500,0.186921,0.187500,0.054629,172800
1963-02-20,0.000000,0.187500,0.187500,0.187500,0.054629,345600
1963-02-21,0.000000,0.188368,0.187500,0.188368,0.054882,129600
1963-02-25,0.000000,0.188657,0.188079,0.188079,0.054798,172800
1963-02-26,0.000000,0.189815,0.188657,0.189815,0.055304,475200
1963-02-27,0.000000,0.193287,0.189236,0.190972,0.055641,388800
1963-02-28,0.000000,0.190394,0.189815,0.189815,0.055304,86400
1963-03-01,0.000000,0.188079,0.185185,0.185185,0.053955,216000
1963-03-04,0.000000,0.185764,0.184028,0.185764,0.054123,216000
1963-03-05,0.000000,0.185764,0.185764,0.185764,0.054123,86400
1963-03-06,0.000000,0.184317,0.184028,0.184317,0.053702,86400
1963-03-07,0.000000,0.184606,0.184028,0.184028,0.053618,129600
1963-03-08,0.000000,0.184606,0.183449,0.183449,0.053449,216000
1963-03-11,0.000000,0.184606,0.182870,0.182870,0.053280,172800
1963-03-12,0.000000,0.185185,0.184028,0.184028,0.053618,172800
1963-03-13,0.000000,0.186921,0.185764,0.186921,0.054460,259200
1963-03-14,0.000000,0.186921,0.185185,0.185764,0.054123,518400
1963-03-15,0.000000,0.189815,0.186343,0.189815,0.055304,777600
1963-03-18,0.000000,0.190394,0.188657,0.190394,0.055472,302400
1963-03-19,0.000000,0.189815,0.187500,0.187500,0.054629,216000
1963-03-20,0.000000,0.189815,0.188657,0.189236,0.055135,302400
1963-03-21,0.000000,0.190394,0.188079,0.188079,0.054798,172800
1963-03-22,0.000000,0.189236,0.186921,0.186921,0.054460,604800
1963-03-25,0.000000,0.186343,0.185185,0.185185,0.053955,388800
1963-03-26,0.000000,0.187500,0.185764,0.187500,0.054629,259200
1963-03-27,0.000000,0.192130,0.188657,0.190972,0.055641,691200
1963-03-28,0.000000,0.192130,0.190972,0.190972,0.055641,129600
1963-03-29,0.000000,0.191551,0.190394,0.190394,0.055472,129600
1963-04-01,0.000000,0.191551,0.190972,0.190972,0.055641,129600
1963-04-02,0.000000,0.192130,0.191262,0.192130,0.055978,604800
1963-04-03,0.000000,0.192130,0.191551,0.192130,0.055978,777600
1963-04-04,0.000000,0.192130,0.192130,0.192130,0.055978,345600
1963-04-05,0.000000,0.192130,0.191551,0.191551,0.055809,345600
1963-04-08,0.000000,0.192130,0.190972,0.190972,0.055641,216000
1963-04-09,0.000000,0.191551,0.190394,0.191551,0.055809,345600
1963-04-10,0.000000,0.190104,0.188657,0.189236,0.055135,302400
1963-04-11,0.000000,0.189236,0.188368,0.188657,0.054966,216000
1963-04-15,0.000000,0.188079,0.186343,0.186343,0.054292,259200
1963-04-16,0.000000,0.187500,0.187500,0.187500,0.054629,129600
1963-04-17,0.000000,0.186921,0.184606,0.184606,0.053786,691200
1963-04-18,0.000000,0.184606,0.183449,0.184028,0.053618,604800
1963-04-19,0.000000,0.185185,0.182292,0.185185,0.053955,777600
1963-04-22,0.000000,0.185185,0.180556,0.181713,0.052943,648000
1963-04-23,0.000000,0.186343,0.182870,0.186343,0.054292,2419200
1963-04-24,0.000000,0.186343,0.185185,0.185185,0.053955,518400
1963-04-25,0.000000,0.187211,0.184606,0.187211,0.054545,820800
1963-04-26,0.000000,0.189815,0.187500,0.189815,0.055304,432000
1963-04-29,0.000000,0.193287,0.189815,0.193287,0.056315,388800
1963-04-30,0.000000,0.195023,0.192708,0.192708,0.056147,475200
1963-05-01,0.000000,0.193576,0.190972,0.190972,0.055641,259200
1963-05-02,0.000000,0.192130,0.191840,0.191840,0.055894,388800
1963-05-03,0.000000,0.190972,0.187500,0.189815,0.055304,518400
1963-05-06,0.000000,0.190394,0.189815,0.189815,0.055304,216000
1963-05-07,0.000000,0.190394,0.189815,0.190394,0.055472,216000
1963-05-08,0.000000,0.189236,0.187789,0.188079,0.054798,302400
1963-05-09,0.000000,0.190972,0.188657,0.190972,0.055641,1252800
1963-05-10,0.000000,0.190394,0.189236,0.189815,0.055304,561600
1963-05-13,0.000000,0.189815,0.189236,0.189815,0.055304,259200
1963-05-14,0.000000,0.195891,0.192130,0.195602,0.056990,734400
1963-05-15,0.000000,0.200810,0.195891,0.200810,0.058507,993600
1963-05-16,0.000000,0.206019,0.203704,0.203704,0.059350,1209600
1963-05-17,0.000000,0.207176,0.201389,0.207176,0.060362,777600
1963-05-20,0.000000,0.208333,0.206019,0.208044,0.060615,820800
1963-05-21,0.000000,0.209491,0.206019,0.206597,0.060361,864000
1963-05-22,0.000000,0.208333,0.207176,0.207176,0.060530,432000
1963-05-23,0.000000,0.207176,0.206308,0.206308,0.060277,86400
1963-05-24,0.000000,0.204282,0.199074,0.199074,0.058163,691200
1963-05-27,0.000000,0.197338,0.195023,0.195023,0.056980,604800
1963-05-28,0.000000,0.198495,0.196759,0.198495,0.057994,129600
1963-05-29,0.000000,0.200231,0.199653,0.200231,0.058501,216000
1963-05-31,0.000000,0.202257,0.200810,0.201968,0.059009,302400
1963-06-03,0.000000,0.202546,0.201389,0.201389,0.058840,172800
1963-06-04,0.000000,0.204861,0.201968,0.201968,0.059009,345600
1963-06-05,0.000000,0.203704,0.201968,0.201968,0.059009,129600
1963-06-06,0.000000,0.202546,0.202546,0.202546,0.059178,86400
1963-06-07,0.000000,0.203125,0.201968,0.203125,0.059347,302400
1963-06-10,0.000000,0.204861,0.202546,0.204282,0.059685,302400
1963-06-11,0.000000,0.205729,0.204282,0.204282,0.059685,475200
1963-06-12,0.000000,0.204861,0.204282,0.204572,0.059770,129600
1963-06-13,0.000000,0.206597,0.203704,0.206019,0.060192,907200
1963-06-14,0.000000,0.207465,0.206887,0.207465,0.060615,259200
1963-06-17,0.000000,0.206019,0.206019,0.206019,0.060192,86400
1963-06-18,0.000000,0.207755,0.206597,0.206597,0.060361,216000
1963-06-19,0.000000,0.207465,0.207176,0.207176,0.060530,172800
1963-06-20,0.000000,0.206597,0.201968,0.204861,0.059854,648000
1963-06-21,0.000000,0.207176,0.206019,0.207176,0.060530,345600
1963-06-24,0.000000,0.206019,0.204861,0.204861,0.059854,172800
1963-06-25,0.000000,0.204861,0.203993,0.203993,0.059600,259200
1963-06-26,0.000000,0.203125,0.201389,0.201389,0.058840,259200
1963-06-27,0.000000,0.200231,0.197338,0.197338,0.057656,302400
1963-06-28,0.000000,0.201968,0.199074,0.201968,0.059009,302400
1963-07-01,0.000000,0.201389,0.199074,0.199074,0.058163,259200
1963-07-02,0.000000,0.197917,0.197917,0.197917,0.057825,129600
1963-07-03,0.000000,0.199653,0.197338,0.198495,0.057994,345600
1963-07-05,0.000000,0.201389,0.199942,0.200231,0.058501,259200
1963-07-08,0.000000,0.201389,0.199074,0.201389,0.058840,129600
1963-07-09,0.000000,0.202546,0.202546,0.202546,0.059178,43200
1963-07-10,0.000000,0.201968,0.201389,0.201389,0.058840,86400
1963-07-11,0.000000,0.202546,0.200810,0.202546,0.059178,129600
1963-07-12,0.000000,0.201389,0.200231,0.200231,0.058501,216000
1963-07-15,0.000000,0.203125,0.201968,0.201968,0.059009,129600
1963-07-16,0.000000,0.202546,0.200810,0.202546,0.059178,216000
1963-07-17,0.000000,0.201389,0.201389,0.201389,0.058840,86400
1963-07-18,0.000000,0.201389,0.200231,0.200231,0.058501,172800
1963-07-19,0.000000,0.199653,0.197917,0.197917,0.057825,172800
1963-07-22,0.000000,0.196759,0.193866,0.193866,0.056642,259200
1963-07-23,0.000000,0.196181,0.192708,0.194444,0.056810,302400
1963-07-24,0.000000,0.195023,0.195023,0.195023,0.056980,129600
1963-07-25,0.000000,0.196759,0.196759,0.196759,0.057487,43200
1963-07-26,0.000000,0.195602,0.195602,0.195602,0.057149,172800
1963-07-29,0.000000,0.198495,0.197338,0.198495,0.057994,129600
1963-07-30,0.000000,0.201968,0.200231,0.201968,0.059009,388800
